layer_name,prompt,num_runs,mean_Z_increase,max_Z_increase,mean_input_ssim,min_input_ssim,mean_output_ssim,mean_output_l2,invalid_count
unet.conv_in,add black sunglasses,4,-0.0004237741231918335,-0.00024878978729248047,0.999866247177124,0.9998153448104858,0.999556377530098,0.007075031520798802,0
unet.conv_in,add headphones,4,-0.000423431396484375,-0.00024890899658203125,0.9998662769794464,0.9998153448104858,0.9959848523139954,0.018148755887523293,0
