layer_name,image_id,identity_id,prompt,timestep_index,step,initial_Z,Z,loss,finite_gradient_flag,nan_or_inf_flag,psnr,ssim,mse,combined_mean_disp_px,combined_max_disp_px,combined_p95_disp_px,jacobian_det_min,foldover_fraction,smoothness_tv,tps_mean_disp,tps_max_disp,tps_p95_disp,delaunay_mean_disp,delaunay_max_disp,delaunay_p95_disp,rolling_mean_disp,rolling_max_disp,rolling_p95_disp,dct_mean_disp,dct_max_disp,dct_p95_disp,fft_phase_norm,fft_phase_max,fft_phase_mean_abs,legacy_fft_strength_equivalent,fft_spatial_delta_mse,tps_grad_norm,delaunay_grad_norm,rolling_grad_norm,dct_grad_norm,fft_grad_norm,total_grad_norm,num_total_params,num_clamped_total,fraction_clamped_total,num_at_min_total,num_at_max_total,components_at_boundary
vae_image_latent,barack_obama_01,barack_obama,add black sunglasses,6,0,0.0007369518280029297,0.0007369518280029297,-0.0007369518280029297,True,False,26.070517277590582,0.9768469333648682,0.0024714297614991665,0.7494277954101562,1.9212477207183838,1.674102783203125,0.8746515512466431,0.0,0.01400594599545002,0.17096424102783203,0.4778667986392975,0.34311479330062866,0.20652326941490173,0.5307715535163879,0.3686310350894928,0.237868070602417,0.3973205089569092,0.39581573009490967,0.5555921196937561,1.4427913427352905,1.0737801790237427,101.47411346435547,0.5332565903663635,0.09171640872955322,29194.240234375,0.0006711531314067543,0.0,0.0,0.0,0.0,0.0,0.0,326,0,0.0,0,0,
vae_image_latent,barack_obama_01,barack_obama,add black sunglasses,6,1,0.0007369518280029297,0.0007369518280029297,-0.0007369518280029297,True,False,26.070517277590582,0.9768469333648682,0.0024714297614991665,0.7494277954101562,1.9212477207183838,1.674102783203125,0.8746515512466431,0.0,0.01400594599545002,0.17096424102783203,0.4778667986392975,0.34311479330062866,0.20652326941490173,0.5307715535163879,0.3686310350894928,0.237868070602417,0.3973205089569092,0.39581573009490967,0.5555921196937561,1.4427913427352905,1.0737801790237427,101.47411346435547,0.5332565903663635,0.09171640872955322,29194.240234375,0.0006711531314067543,1.503838302596705e-05,1.1564247870410327e-05,5.0325525080552325e-06,3.9026024751365185e-05,1.5938339856802486e-05,4.6500243686193984e-05,326,0,0.0,0,0,
vae_image_latent,barack_obama_01,barack_obama,add black sunglasses,6,2,0.0007369518280029297,0.00047194957733154297,-0.00047194957733154297,True,False,25.90766443993776,0.9762409925460815,0.0025658635422587395,0.7154269814491272,1.7904294729232788,1.59371018409729,0.8774256110191345,0.0,0.013821100816130638,0.1678529679775238,0.4908479154109955,0.3525409698486328,0.20631656050682068,0.5660392642021179,0.37447619438171387,0.2067336142063141,0.3528740406036377,0.35155585408210754,0.5348918437957764,1.4438289403915405,1.0583759546279907,100.41345977783203,0.518417239189148,0.09038474410772324,28770.357421875,0.0008171293884515762,0.0,0.0,0.0,0.0,0.0,0.0,326,0,0.0,0,0,
vae_image_latent,barack_obama_01,barack_obama,add black sunglasses,6,3,0.0007369518280029297,0.00038683414459228516,-0.00038683414459228516,True,False,25.64103995603641,0.9749590754508972,0.002728324383497238,0.7040150165557861,1.7724082469940186,1.5577428340911865,0.8791512846946716,0.0,0.01381414569914341,0.16778463125228882,0.49863722920417786,0.358840674161911,0.2073521465063095,0.5932122468948364,0.3833664059638977,0.18670177459716797,0.32330822944641113,0.32198408246040344,0.5282862186431885,1.4442671537399292,1.0630840063095093,101.11009216308594,0.510196328163147,0.09066139161586761,28858.416015625,0.0009486633352935314,0.0,0.0,0.0,0.0,0.0,0.0,326,0,0.0,0,0,
vae_image_latent,barack_obama_01,barack_obama,add black sunglasses,6,4,0.0007369518280029297,0.0003663301467895508,-0.0003663301467895508,True,False,25.37264965331942,0.9735392332077026,0.002902251435443759,0.7025879621505737,1.7731823921203613,1.550559163093567,0.8804359436035156,0.0,0.013866614550352097,0.16890673339366913,0.5042551159858704,0.36373305320739746,0.20878389477729797,0.6140409111976624,0.3918171525001526,0.17180460691452026,0.3005858063697815,0.2994234263896942,0.5280811786651611,1.4444575309753418,1.0730518102645874,102.3356704711914,0.5045875906944275,0.09151123464107513,29128.9296875,0.00106803048402071,0.0,0.0,0.0,0.0,0.0,0.0,326,0,0.0,0,0,
vae_image_latent,barack_obama_01,barack_obama,add black sunglasses,6,5,0.0007369518280029297,0.0003752708435058594,-0.0003752708435058594,True,False,25.13506010491338,0.9721910357475281,0.0030654482543468475,0.7067298889160156,1.7740333080291748,1.5624786615371704,0.8814573287963867,0.0,0.013944871723651886,0.17063535749912262,0.508619487285614,0.3679860532283783,0.21035242080688477,0.6309835314750671,0.39980506896972656,0.16002507507801056,0.2820744514465332,0.2809704840183258,0.5313757658004761,1.448630690574646,1.0847744941711426,103.73822784423828,0.5004072785377502,0.09259040653705597,29472.44140625,0.0011768549447879195,0.0,0.0,0.0,0.0,0.0,0.0,326,0,0.0,0,0,
vae_image_latent,barack_obama_02,barack_obama,add black sunglasses,6,0,0.0010799169540405273,0.0010799169540405273,-0.0010799169540405273,True,False,24.858584224746238,0.9810131788253784,0.0032669431529939175,0.7494277954101562,1.9212477207183838,1.674102783203125,0.8746515512466431,0.0,0.01400594599545002,0.17096424102783203,0.4778667986392975,0.34311479330062866,0.20652326941490173,0.5307715535163879,0.3686310350894928,0.237868070602417,0.3973205089569092,0.39581573009490967,0.5555921196937561,1.4427913427352905,1.0737801790237427,101.47411346435547,0.5332565903663635,0.09171640872955322,29194.240234375,0.0014341402566060424,0.0,0.0,0.0,0.0,0.0,0.0,326,0,0.0,0,0,
vae_image_latent,barack_obama_02,barack_obama,add black sunglasses,6,1,0.0010799169540405273,0.0010799169540405273,-0.0010799169540405273,True,False,24.858584224746238,0.9810131788253784,0.0032669431529939175,0.7494277954101562,1.9212477207183838,1.674102783203125,0.8746515512466431,0.0,0.01400594599545002,0.17096424102783203,0.4778667986392975,0.34311479330062866,0.20652326941490173,0.5307715535163879,0.3686310350894928,0.237868070602417,0.3973205089569092,0.39581573009490967,0.5555921196937561,1.4427913427352905,1.0737801790237427,101.47411346435547,0.5332565903663635,0.09171640872955322,29194.240234375,0.0014341402566060424,5.7191395171685144e-05,5.074962245998904e-05,2.646483881107997e-05,0.00012277161295060068,6.725992716383189e-05,0.00016168962336336797,326,0,0.0,0,0,
vae_image_latent,barack_obama_02,barack_obama,add black sunglasses,6,2,0.0010799169540405273,0.0005437135696411133,-0.0005437135696411133,True,False,24.35944096656026,0.9787296652793884,0.0036648474633693695,0.8025224208831787,2.274772882461548,1.8971999883651733,0.8726854920387268,0.0,0.0143815316259861,0.17194849252700806,0.4958565831184387,0.3432260751724243,0.21000400185585022,0.5365914106369019,0.366992712020874,0.2697319984436035,0.4421304166316986,0.44056379795074463,0.5707129240036011,1.5320422649383545,1.2220091819763184,103.28547668457031,0.5076454877853394,0.09324663132429123,29681.322265625,0.0014907087897881866,0.0,0.0,0.0,0.0,0.0,0.0,326,0,0.0,0,0,
vae_image_latent,barack_obama_02,barack_obama,add black sunglasses,6,3,0.0010799169540405273,0.0010124444961547852,-0.0010124444961547852,True,False,23.96852320459955,0.9767366647720337,0.004010030534118414,0.8448914885520935,2.532823324203491,2.0751280784606934,0.8712974190711975,0.0,0.01478167437016964,0.17402292788028717,0.506589412689209,0.34532010555267334,0.2129124402999878,0.5425446033477783,0.3704647421836853,0.2911321818828583,0.47227123379707336,0.47056737542152405,0.585999608039856,1.7118209600448608,1.3457818031311035,105.58544921875,0.49146586656570435,0.09523072093725204,30312.87890625,0.0015805917792022228,0.00012032641097903252,0.00011157014523632824,5.7891847973223776e-05,0.00025197924696840346,8.207163045881316e-05,0.0003170285507297993,326,0,0.0,0,0,
