layer_name,prompt,num_runs,mean_Z_increase,max_Z_increase,mean_input_ssim,min_input_ssim,mean_output_ssim,mean_output_l2,invalid_count
unet.conv_in,add black sunglasses,4,0.0005577951669692993,0.0022311806678771973,0.997022956609726,0.9902880191802979,0.9962116181850433,0.019836916588246822,0
unet.conv_in,add headphones,4,0.0005117356777191162,0.002046942710876465,0.9979512840509415,0.9940013289451599,0.9933051019906998,0.02718922425992787,0
