layer_name,module_path,module_type,parent_block,candidate_group,supports_forward_hook,output_type,output_shape,dtype,device,output_dtype,output_device,number_of_elements,estimated_memory,estimated_memory_mb,hook_error,num_parameters
unet.up_blocks.3.attentions.0.transformer_blocks.0.ff.net.1,unet.up_blocks.3.attentions.0.transformer_blocks.0.ff.net.1,Dropout,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,5242880,10.0,10.0,,0
unet.up_blocks.3.attentions.0.transformer_blocks.0.ff.net.2,unet.up_blocks.3.attentions.0.transformer_blocks.0.ff.net.2,Linear,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,409920
unet.up_blocks.3.attentions.1.transformer_blocks,unet.up_blocks.3.attentions.1.transformer_blocks,ModuleList,unet.up_blocks.3,transformer_block,True,,,,,,,,,,,0
unet.up_blocks.3.attentions.1.transformer_blocks.0,unet.up_blocks.3.attentions.1.transformer_blocks.0,BasicTransformerBlock,unet.up_blocks.3,transformer_block,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.1.transformer_blocks.0.norm1,unet.up_blocks.3.attentions.1.transformer_blocks.0.norm1,LayerNorm,unet.up_blocks.3,transformer_block,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,640
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1,Attention,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_q,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_q,Linear,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102400
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_k,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_k,Linear,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102400
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_v,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_v,Linear,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102400
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out,ModuleList,unet.up_blocks.3,self_attention,True,,,,,,,,,,,0
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out.0,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102720
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out.1,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out.1,Dropout,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.1.transformer_blocks.0.norm2,unet.up_blocks.3.attentions.1.transformer_blocks.0.norm2,LayerNorm,unet.up_blocks.3,transformer_block,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,640
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2,Attention,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_q,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_q,Linear,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102400
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_k,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_k,Linear,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 77, 320]",torch.float16,cuda:0,torch.float16,cuda:0,24640,0.0469970703125,0.0469970703125,,245760
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,Linear,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 77, 320]",torch.float16,cuda:0,torch.float16,cuda:0,24640,0.0469970703125,0.0469970703125,,245760
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out,ModuleList,unet.up_blocks.3,cross_attention,True,,,,,,,,,,,0
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out.0,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out.0,Linear,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102720
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out.1,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out.1,Dropout,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.1.transformer_blocks.0.norm3,unet.up_blocks.3.attentions.1.transformer_blocks.0.norm3,LayerNorm,unet.up_blocks.3,transformer_block,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,640
unet.up_blocks.3.attentions.1.transformer_blocks.0.ff,unet.up_blocks.3.attentions.1.transformer_blocks.0.ff,FeedForward,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.1.transformer_blocks.0.ff.net,unet.up_blocks.3.attentions.1.transformer_blocks.0.ff.net,ModuleList,unet.up_blocks.3,feed_forward,True,,,,,,,,,,,0
unet.up_blocks.3.attentions.1.transformer_blocks.0.ff.net.0,unet.up_blocks.3.attentions.1.transformer_blocks.0.ff.net.0,GEGLU,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,5242880,10.0,10.0,,0
unet.up_blocks.3.attentions.1.transformer_blocks.0.ff.net.0.proj,unet.up_blocks.3.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 2560]",torch.float16,cuda:0,torch.float16,cuda:0,10485760,20.0,20.0,,821760
unet.up_blocks.3.attentions.1.transformer_blocks.0.ff.net.1,unet.up_blocks.3.attentions.1.transformer_blocks.0.ff.net.1,Dropout,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,5242880,10.0,10.0,,0
unet.up_blocks.3.attentions.1.transformer_blocks.0.ff.net.2,unet.up_blocks.3.attentions.1.transformer_blocks.0.ff.net.2,Linear,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,409920
unet.up_blocks.3.attentions.2.transformer_blocks,unet.up_blocks.3.attentions.2.transformer_blocks,ModuleList,unet.up_blocks.3,transformer_block,True,,,,,,,,,,,0
unet.up_blocks.3.attentions.2.transformer_blocks.0,unet.up_blocks.3.attentions.2.transformer_blocks.0,BasicTransformerBlock,unet.up_blocks.3,transformer_block,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.2.transformer_blocks.0.norm1,unet.up_blocks.3.attentions.2.transformer_blocks.0.norm1,LayerNorm,unet.up_blocks.3,transformer_block,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,640
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1,Attention,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_q,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_q,Linear,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102400
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_k,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_k,Linear,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102400
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_v,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_v,Linear,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102400
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out,ModuleList,unet.up_blocks.3,self_attention,True,,,,,,,,,,,0
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out.0,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out.0,Linear,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102720
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out.1,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out.1,Dropout,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.2.transformer_blocks.0.norm2,unet.up_blocks.3.attentions.2.transformer_blocks.0.norm2,LayerNorm,unet.up_blocks.3,transformer_block,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,640
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2,Attention,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_q,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_q,Linear,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102400
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_k,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_k,Linear,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 77, 320]",torch.float16,cuda:0,torch.float16,cuda:0,24640,0.0469970703125,0.0469970703125,,245760
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,Linear,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 77, 320]",torch.float16,cuda:0,torch.float16,cuda:0,24640,0.0469970703125,0.0469970703125,,245760
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out,ModuleList,unet.up_blocks.3,cross_attention,True,,,,,,,,,,,0
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out.0,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out.0,Linear,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102720
unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out.1,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out.1,Dropout,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.2.transformer_blocks.0.norm3,unet.up_blocks.3.attentions.2.transformer_blocks.0.norm3,LayerNorm,unet.up_blocks.3,transformer_block,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,640
unet.up_blocks.3.attentions.2.transformer_blocks.0.ff,unet.up_blocks.3.attentions.2.transformer_blocks.0.ff,FeedForward,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.2.transformer_blocks.0.ff.net,unet.up_blocks.3.attentions.2.transformer_blocks.0.ff.net,ModuleList,unet.up_blocks.3,feed_forward,True,,,,,,,,,,,0
unet.up_blocks.3.attentions.2.transformer_blocks.0.ff.net.0,unet.up_blocks.3.attentions.2.transformer_blocks.0.ff.net.0,GEGLU,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,5242880,10.0,10.0,,0
unet.up_blocks.3.attentions.2.transformer_blocks.0.ff.net.0.proj,unet.up_blocks.3.attentions.2.transformer_blocks.0.ff.net.0.proj,Linear,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 2560]",torch.float16,cuda:0,torch.float16,cuda:0,10485760,20.0,20.0,,821760
unet.up_blocks.3.attentions.2.transformer_blocks.0.ff.net.1,unet.up_blocks.3.attentions.2.transformer_blocks.0.ff.net.1,Dropout,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,5242880,10.0,10.0,,0
unet.up_blocks.3.attentions.2.transformer_blocks.0.ff.net.2,unet.up_blocks.3.attentions.2.transformer_blocks.0.ff.net.2,Linear,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,409920
unet.mid_block,unet.mid_block,UNetMidBlock2DCrossAttn,unet.mid_block,mid_block,True,torch.Tensor,"[1, 1280, 8, 8]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,0
unet.mid_block.attentions,unet.mid_block.attentions,ModuleList,unet.mid_block,mid_block,True,,,,,,,,,,,0
unet.mid_block.attentions.0.transformer_blocks,unet.mid_block.attentions.0.transformer_blocks,ModuleList,unet.mid_block,transformer_block,True,,,,,,,,,,,0
unet.mid_block.attentions.0.transformer_blocks.0,unet.mid_block.attentions.0.transformer_blocks.0,BasicTransformerBlock,unet.mid_block,transformer_block,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,0
unet.mid_block.attentions.0.transformer_blocks.0.norm1,unet.mid_block.attentions.0.transformer_blocks.0.norm1,LayerNorm,unet.mid_block,transformer_block,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,2560
unet.mid_block.attentions.0.transformer_blocks.0.attn1,unet.mid_block.attentions.0.transformer_blocks.0.attn1,Attention,unet.mid_block,self_attention,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,0
unet.mid_block.attentions.0.transformer_blocks.0.attn1.to_q,unet.mid_block.attentions.0.transformer_blocks.0.attn1.to_q,Linear,unet.mid_block,self_attention,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,1638400
unet.mid_block.attentions.0.transformer_blocks.0.attn1.to_k,unet.mid_block.attentions.0.transformer_blocks.0.attn1.to_k,Linear,unet.mid_block,self_attention,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,1638400
unet.mid_block.attentions.0.transformer_blocks.0.attn1.to_v,unet.mid_block.attentions.0.transformer_blocks.0.attn1.to_v,Linear,unet.mid_block,self_attention,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,1638400
unet.mid_block.attentions.0.transformer_blocks.0.attn1.to_out,unet.mid_block.attentions.0.transformer_blocks.0.attn1.to_out,ModuleList,unet.mid_block,self_attention,True,,,,,,,,,,,0
unet.mid_block.attentions.0.transformer_blocks.0.attn1.to_out.0,unet.mid_block.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,unet.mid_block,self_attention,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,1639680
unet.mid_block.attentions.0.transformer_blocks.0.attn1.to_out.1,unet.mid_block.attentions.0.transformer_blocks.0.attn1.to_out.1,Dropout,unet.mid_block,self_attention,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,0
unet.mid_block.attentions.0.transformer_blocks.0.norm2,unet.mid_block.attentions.0.transformer_blocks.0.norm2,LayerNorm,unet.mid_block,transformer_block,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,2560
unet.mid_block.attentions.0.transformer_blocks.0.attn2,unet.mid_block.attentions.0.transformer_blocks.0.attn2,Attention,unet.mid_block,cross_attention,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,0
unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_q,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_q,Linear,unet.mid_block,cross_attention,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,1638400
unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_k,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_k,Linear,unet.mid_block,cross_attention,True,torch.Tensor,"[1, 77, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,98560,0.18798828125,0.18798828125,,983040
unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,Linear,unet.mid_block,cross_attention,True,torch.Tensor,"[1, 77, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,98560,0.18798828125,0.18798828125,,983040
unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_out,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_out,ModuleList,unet.mid_block,cross_attention,True,,,,,,,,,,,0
unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_out.0,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,unet.mid_block,cross_attention,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,1639680
unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_out.1,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_out.1,Dropout,unet.mid_block,cross_attention,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,0
unet.mid_block.attentions.0.transformer_blocks.0.norm3,unet.mid_block.attentions.0.transformer_blocks.0.norm3,LayerNorm,unet.mid_block,transformer_block,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,2560
unet.mid_block.attentions.0.transformer_blocks.0.ff,unet.mid_block.attentions.0.transformer_blocks.0.ff,FeedForward,unet.mid_block,feed_forward,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,0
unet.mid_block.attentions.0.transformer_blocks.0.ff.net,unet.mid_block.attentions.0.transformer_blocks.0.ff.net,ModuleList,unet.mid_block,feed_forward,True,,,,,,,,,,,0
unet.mid_block.attentions.0.transformer_blocks.0.ff.net.0,unet.mid_block.attentions.0.transformer_blocks.0.ff.net.0,GEGLU,unet.mid_block,feed_forward,True,torch.Tensor,"[1, 64, 5120]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,0
unet.mid_block.attentions.0.transformer_blocks.0.ff.net.0.proj,unet.mid_block.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,unet.mid_block,feed_forward,True,torch.Tensor,"[1, 64, 10240]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,13117440
unet.mid_block.attentions.0.transformer_blocks.0.ff.net.1,unet.mid_block.attentions.0.transformer_blocks.0.ff.net.1,Dropout,unet.mid_block,feed_forward,True,torch.Tensor,"[1, 64, 5120]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,0
unet.mid_block.attentions.0.transformer_blocks.0.ff.net.2,unet.mid_block.attentions.0.transformer_blocks.0.ff.net.2,Linear,unet.mid_block,feed_forward,True,torch.Tensor,"[1, 64, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,6554880
unet.mid_block.resnets,unet.mid_block.resnets,ModuleList,unet.mid_block,mid_block,True,,,,,,,,,,,0
