layer_name,module_path,module_type,parent_block,candidate_group,supports_forward_hook,output_type,output_shape,dtype,device,output_dtype,output_device,number_of_elements,estimated_memory,estimated_memory_mb,hook_error,num_parameters
unet.up_blocks.2.attentions.0.transformer_blocks.0.norm1,unet.up_blocks.2.attentions.0.transformer_blocks.0.norm1,LayerNorm,unet.up_blocks.2,transformer_block,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1280
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1,Attention,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_q,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_q,Linear,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,409600
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_k,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_k,Linear,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,409600
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_v,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_v,Linear,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,409600
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out,ModuleList,unet.up_blocks.2,self_attention,True,,,,,,,,,,,0
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.0,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,410240
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.1,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.1,Dropout,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.0.transformer_blocks.0.norm2,unet.up_blocks.2.attentions.0.transformer_blocks.0.norm2,LayerNorm,unet.up_blocks.2,transformer_block,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1280
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2,Attention,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q,Linear,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,409600
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_k,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_k,Linear,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 77, 640]",torch.float16,cuda:0,torch.float16,cuda:0,49280,0.093994140625,0.093994140625,,491520
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,Linear,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 77, 640]",torch.float16,cuda:0,torch.float16,cuda:0,49280,0.093994140625,0.093994140625,,491520
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out,ModuleList,unet.up_blocks.2,cross_attention,True,,,,,,,,,,,0
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out.0,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,410240
unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out.1,unet.up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out.1,Dropout,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.0.transformer_blocks.0.norm3,unet.up_blocks.2.attentions.0.transformer_blocks.0.norm3,LayerNorm,unet.up_blocks.2,transformer_block,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1280
unet.up_blocks.2.attentions.0.transformer_blocks.0.ff,unet.up_blocks.2.attentions.0.transformer_blocks.0.ff,FeedForward,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.0.transformer_blocks.0.ff.net,unet.up_blocks.2.attentions.0.transformer_blocks.0.ff.net,ModuleList,unet.up_blocks.2,feed_forward,True,,,,,,,,,,,0
unet.up_blocks.2.attentions.0.transformer_blocks.0.ff.net.0,unet.up_blocks.2.attentions.0.transformer_blocks.0.ff.net.0,GEGLU,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 2560]",torch.float16,cuda:0,torch.float16,cuda:0,2621440,5.0,5.0,,0
unet.up_blocks.2.attentions.0.transformer_blocks.0.ff.net.0.proj,unet.up_blocks.2.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 5120]",torch.float16,cuda:0,torch.float16,cuda:0,5242880,10.0,10.0,,3281920
unet.up_blocks.2.attentions.0.transformer_blocks.0.ff.net.1,unet.up_blocks.2.attentions.0.transformer_blocks.0.ff.net.1,Dropout,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 2560]",torch.float16,cuda:0,torch.float16,cuda:0,2621440,5.0,5.0,,0
unet.up_blocks.2.attentions.0.transformer_blocks.0.ff.net.2,unet.up_blocks.2.attentions.0.transformer_blocks.0.ff.net.2,Linear,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1639040
unet.up_blocks.2.attentions.1.transformer_blocks,unet.up_blocks.2.attentions.1.transformer_blocks,ModuleList,unet.up_blocks.2,transformer_block,True,,,,,,,,,,,0
unet.up_blocks.2.attentions.1.transformer_blocks.0,unet.up_blocks.2.attentions.1.transformer_blocks.0,BasicTransformerBlock,unet.up_blocks.2,transformer_block,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.1.transformer_blocks.0.norm1,unet.up_blocks.2.attentions.1.transformer_blocks.0.norm1,LayerNorm,unet.up_blocks.2,transformer_block,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1280
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1,Attention,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_q,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_q,Linear,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,409600
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_k,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_k,Linear,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,409600
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v,Linear,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,409600
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out,ModuleList,unet.up_blocks.2,self_attention,True,,,,,,,,,,,0
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.0,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,410240
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.1,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.1,Dropout,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.1.transformer_blocks.0.norm2,unet.up_blocks.2.attentions.1.transformer_blocks.0.norm2,LayerNorm,unet.up_blocks.2,transformer_block,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1280
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2,Attention,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_q,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_q,Linear,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,409600
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_k,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_k,Linear,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 77, 640]",torch.float16,cuda:0,torch.float16,cuda:0,49280,0.093994140625,0.093994140625,,491520
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,Linear,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 77, 640]",torch.float16,cuda:0,torch.float16,cuda:0,49280,0.093994140625,0.093994140625,,491520
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_out,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_out,ModuleList,unet.up_blocks.2,cross_attention,True,,,,,,,,,,,0
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_out.0,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_out.0,Linear,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,410240
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_out.1,unet.up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_out.1,Dropout,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.1.transformer_blocks.0.norm3,unet.up_blocks.2.attentions.1.transformer_blocks.0.norm3,LayerNorm,unet.up_blocks.2,transformer_block,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1280
unet.up_blocks.2.attentions.1.transformer_blocks.0.ff,unet.up_blocks.2.attentions.1.transformer_blocks.0.ff,FeedForward,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net,unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net,ModuleList,unet.up_blocks.2,feed_forward,True,,,,,,,,,,,0
unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net.0,unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net.0,GEGLU,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 2560]",torch.float16,cuda:0,torch.float16,cuda:0,2621440,5.0,5.0,,0
unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net.0.proj,unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 5120]",torch.float16,cuda:0,torch.float16,cuda:0,5242880,10.0,10.0,,3281920
unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net.1,unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net.1,Dropout,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 2560]",torch.float16,cuda:0,torch.float16,cuda:0,2621440,5.0,5.0,,0
unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net.2,unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net.2,Linear,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1639040
unet.up_blocks.2.attentions.2.transformer_blocks,unet.up_blocks.2.attentions.2.transformer_blocks,ModuleList,unet.up_blocks.2,transformer_block,True,,,,,,,,,,,0
unet.up_blocks.2.attentions.2.transformer_blocks.0,unet.up_blocks.2.attentions.2.transformer_blocks.0,BasicTransformerBlock,unet.up_blocks.2,transformer_block,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.2.transformer_blocks.0.norm1,unet.up_blocks.2.attentions.2.transformer_blocks.0.norm1,LayerNorm,unet.up_blocks.2,transformer_block,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1280
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1,Attention,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_q,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_q,Linear,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,409600
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_k,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_k,Linear,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,409600
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_v,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_v,Linear,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,409600
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_out,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_out,ModuleList,unet.up_blocks.2,self_attention,True,,,,,,,,,,,0
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_out.0,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_out.0,Linear,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,410240
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_out.1,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_out.1,Dropout,unet.up_blocks.2,self_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.2.transformer_blocks.0.norm2,unet.up_blocks.2.attentions.2.transformer_blocks.0.norm2,LayerNorm,unet.up_blocks.2,transformer_block,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1280
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2,Attention,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_q,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_q,Linear,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,409600
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_k,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_k,Linear,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 77, 640]",torch.float16,cuda:0,torch.float16,cuda:0,49280,0.093994140625,0.093994140625,,491520
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,Linear,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 77, 640]",torch.float16,cuda:0,torch.float16,cuda:0,49280,0.093994140625,0.093994140625,,491520
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_out,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_out,ModuleList,unet.up_blocks.2,cross_attention,True,,,,,,,,,,,0
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_out.0,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_out.0,Linear,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,410240
unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_out.1,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_out.1,Dropout,unet.up_blocks.2,cross_attention,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.2.transformer_blocks.0.norm3,unet.up_blocks.2.attentions.2.transformer_blocks.0.norm3,LayerNorm,unet.up_blocks.2,transformer_block,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1280
unet.up_blocks.2.attentions.2.transformer_blocks.0.ff,unet.up_blocks.2.attentions.2.transformer_blocks.0.ff,FeedForward,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.up_blocks.2.attentions.2.transformer_blocks.0.ff.net,unet.up_blocks.2.attentions.2.transformer_blocks.0.ff.net,ModuleList,unet.up_blocks.2,feed_forward,True,,,,,,,,,,,0
unet.up_blocks.2.attentions.2.transformer_blocks.0.ff.net.0,unet.up_blocks.2.attentions.2.transformer_blocks.0.ff.net.0,GEGLU,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 2560]",torch.float16,cuda:0,torch.float16,cuda:0,2621440,5.0,5.0,,0
unet.up_blocks.2.attentions.2.transformer_blocks.0.ff.net.0.proj,unet.up_blocks.2.attentions.2.transformer_blocks.0.ff.net.0.proj,Linear,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 5120]",torch.float16,cuda:0,torch.float16,cuda:0,5242880,10.0,10.0,,3281920
unet.up_blocks.2.attentions.2.transformer_blocks.0.ff.net.1,unet.up_blocks.2.attentions.2.transformer_blocks.0.ff.net.1,Dropout,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 2560]",torch.float16,cuda:0,torch.float16,cuda:0,2621440,5.0,5.0,,0
unet.up_blocks.2.attentions.2.transformer_blocks.0.ff.net.2,unet.up_blocks.2.attentions.2.transformer_blocks.0.ff.net.2,Linear,unet.up_blocks.2,feed_forward,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1639040
unet.up_blocks.3,unet.up_blocks.3,CrossAttnUpBlock2D,unet.up_blocks.3,up_block,True,torch.Tensor,"[1, 320, 64, 64]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.0.transformer_blocks,unet.up_blocks.3.attentions.0.transformer_blocks,ModuleList,unet.up_blocks.3,transformer_block,True,,,,,,,,,,,0
unet.up_blocks.3.attentions.0.transformer_blocks.0,unet.up_blocks.3.attentions.0.transformer_blocks.0,BasicTransformerBlock,unet.up_blocks.3,transformer_block,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.0.transformer_blocks.0.norm1,unet.up_blocks.3.attentions.0.transformer_blocks.0.norm1,LayerNorm,unet.up_blocks.3,transformer_block,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,640
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1,Attention,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q,Linear,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102400
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_k,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_k,Linear,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102400
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_v,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_v,Linear,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102400
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out,ModuleList,unet.up_blocks.3,self_attention,True,,,,,,,,,,,0
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out.0,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102720
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out.1,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out.1,Dropout,unet.up_blocks.3,self_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.0.transformer_blocks.0.norm2,unet.up_blocks.3.attentions.0.transformer_blocks.0.norm2,LayerNorm,unet.up_blocks.3,transformer_block,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,640
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2,Attention,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_q,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_q,Linear,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102400
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_k,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_k,Linear,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 77, 320]",torch.float16,cuda:0,torch.float16,cuda:0,24640,0.0469970703125,0.0469970703125,,245760
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,Linear,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 77, 320]",torch.float16,cuda:0,torch.float16,cuda:0,24640,0.0469970703125,0.0469970703125,,245760
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out,ModuleList,unet.up_blocks.3,cross_attention,True,,,,,,,,,,,0
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.0,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,102720
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.1,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.1,Dropout,unet.up_blocks.3,cross_attention,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.0.transformer_blocks.0.norm3,unet.up_blocks.3.attentions.0.transformer_blocks.0.norm3,LayerNorm,unet.up_blocks.3,transformer_block,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,640
unet.up_blocks.3.attentions.0.transformer_blocks.0.ff,unet.up_blocks.3.attentions.0.transformer_blocks.0.ff,FeedForward,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 320]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.up_blocks.3.attentions.0.transformer_blocks.0.ff.net,unet.up_blocks.3.attentions.0.transformer_blocks.0.ff.net,ModuleList,unet.up_blocks.3,feed_forward,True,,,,,,,,,,,0
unet.up_blocks.3.attentions.0.transformer_blocks.0.ff.net.0,unet.up_blocks.3.attentions.0.transformer_blocks.0.ff.net.0,GEGLU,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,5242880,10.0,10.0,,0
unet.up_blocks.3.attentions.0.transformer_blocks.0.ff.net.0.proj,unet.up_blocks.3.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,unet.up_blocks.3,feed_forward,True,torch.Tensor,"[1, 4096, 2560]",torch.float16,cuda:0,torch.float16,cuda:0,10485760,20.0,20.0,,821760
