layer_name,prompt,num_runs,mean_Z_increase,max_Z_increase,mean_input_ssim,min_input_ssim,mean_output_ssim,mean_output_l2,invalid_count
unet.conv_in,add black sunglasses,4,0.0,0.0,0.999454453587532,0.9993108510971069,0.998775526881218,0.011750544887036085,0
unet.conv_in,add headphones,4,0.0,0.0,0.999454453587532,0.9993108510971069,0.9915959388017654,0.025798858841881156,0
