layer_name,prompt,num_runs,mean_Z_increase,max_Z_increase,mean_input_ssim,min_input_ssim,mean_output_ssim,mean_output_l2,invalid_count
unet.conv_in,add black sunglasses,4,0.0005332231521606445,0.002132892608642578,0.9971794784069061,0.9923771619796753,0.9951279908418655,0.023629633709788322,0
unet.conv_in,add headphones,4,0.0005209147930145264,0.0020836591720581055,0.9948492348194122,0.9830561876296997,0.9889518320560455,0.033975905273109674,0
