Z_increase,best_Z,best_iter,comparison_sheet,final_Z,final_combined_max_disp_px,final_combined_mean_disp_px,final_combined_p95_disp_px,final_edit_error,final_foldover_fraction,final_fraction_clamped_total,final_input_l2,final_input_mse,final_input_psnr,final_input_ssim,final_jacobian_det_min,final_loss,final_smoothness_tv,final_total_grad_norm,history_path,identity_id,image_id,image_path,initial_Z,iterations,layer_name,logged_final_Z,output_l2,output_mse,output_psnr,output_ssim,prompt,run_dir,seconds_elapsed,seed,status,timestep_index
0.0062255859375,0.007863759994506836,50,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_black_sunglasses/barack_obama_01/comparison_sheet.png,0.007886648178100586,4.279736042022705,1.2350003719329834,2.952219247817993,,0.0,0.0,0.08473696559667587,0.007180353160947561,21.438541947439333,0.9379489421844482,0.8610295653343201,-0.007886648178100586,0.025236669927835464,0.0,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_black_sunglasses/barack_obama_01/history.csv,barack_obama,barack_obama_01,/home/interns/Desktop/layer/identity_layers/datasets/wikimedia_identity_probe/images/barack_obama/barack_obama_01.jpg,0.001661062240600586,50,unet.conv_in,0.007863759994506836,0.09109188616275787,0.008297732099890709,20.81040590887781,0.9349209666252136,add black sunglasses,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_black_sunglasses/barack_obama_01,11.421028796583414,1234,done,6
0.003643035888671875,0.005086719989776611,26,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_black_sunglasses/joe_biden_01/comparison_sheet.png,0.004707813262939453,3.0824756622314453,1.1737396717071533,2.4951350688934326,,0.0,0.0,0.061625491827726364,0.0037977013271301985,24.204791936484376,0.9625139236450195,0.7294513583183289,-0.004707813262939453,0.022659603506326675,0.0003543945236575871,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_black_sunglasses/joe_biden_01/history.csv,joe_biden,joe_biden_01,/home/interns/Desktop/layer/identity_layers/datasets/wikimedia_identity_probe/images/joe_biden/joe_biden_01.jpg,0.0010647773742675781,50,unet.conv_in,0.004557609558105469,0.0655597597360611,0.004298081621527672,23.667253414172862,0.9625443816184998,add black sunglasses,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_black_sunglasses/joe_biden_01,11.045046418905258,1234,done,6
0.003549337387084961,0.005398750305175781,42,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_headphones/barack_obama_01/comparison_sheet.png,0.005210399627685547,4.7537031173706055,1.5071485042572021,3.8258614540100098,,0.0,0.0,0.08433455973863602,0.007112318184226751,21.479888225436284,0.931546688079834,0.7213802337646484,-0.005210399627685547,0.025546638295054436,0.0,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_headphones/barack_obama_01/history.csv,barack_obama,barack_obama_01,/home/interns/Desktop/layer/identity_layers/datasets/wikimedia_identity_probe/images/barack_obama/barack_obama_01.jpg,0.001661062240600586,50,unet.conv_in,0.005204200744628906,0.1199490949511528,0.014387785457074642,18.42006046771187,0.8784336447715759,add headphones,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_headphones/barack_obama_01,11.180580720305443,1234,done,6
0.0034589767456054688,0.00409775972366333,50,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/vae_image_latent/add_black_sunglasses/joe_biden_01/comparison_sheet.png,0.004165232181549072,3.660928249359131,1.6233683824539185,2.8456850051879883,,0.0,0.0,0.07473798841238022,0.005585766863077879,22.52917194698699,0.9470329284667969,0.8218804597854614,-0.004165232181549072,0.023079659789800644,0.00012777581626479976,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/vae_image_latent/add_black_sunglasses/joe_biden_01/history.csv,joe_biden,joe_biden_01,/home/interns/Desktop/layer/identity_layers/datasets/wikimedia_identity_probe/images/joe_biden/joe_biden_01.jpg,0.0007062554359436035,50,vae_image_latent,0.00409775972366333,0.08409888297319412,0.007072621490806341,21.504195836611977,0.9389316439628601,add black sunglasses,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/vae_image_latent/add_black_sunglasses/joe_biden_01,7.7785439025610685,1234,done,6
0.001521468162536621,0.0025998950004577637,12,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_headphones/joe_biden_01/comparison_sheet.png,0.0025862455368041992,3.6283886432647705,1.2585188150405884,2.876422166824341,,0.0,0.0,0.06438786536455154,0.0041457973420619965,23.82391931228004,0.9605957865715027,0.7577303051948547,-0.0025862455368041992,0.022930264472961426,0.0,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_headphones/joe_biden_01/history.csv,joe_biden,joe_biden_01,/home/interns/Desktop/layer/identity_layers/datasets/wikimedia_identity_probe/images/joe_biden/joe_biden_01.jpg,0.0010647773742675781,50,unet.conv_in,0.002529740333557129,0.08455540984869003,0.007149617187678814,21.457172110282162,0.9374808073043823,add headphones,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_headphones/joe_biden_01,11.085215898230672,1234,done,6
0.00012433528900146484,0.0010578632354736328,9,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/vae_image_latent/add_headphones/joe_biden_01/comparison_sheet.png,0.0008305907249450684,4.328423976898193,1.5309784412384033,3.5626792907714844,,0.0,0.0,0.07056271284818649,0.004979096353054047,23.02849469387365,0.9539443254470825,0.8311891555786133,-0.0008305907249450684,0.02247905358672142,0.0,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/vae_image_latent/add_headphones/joe_biden_01/history.csv,joe_biden,joe_biden_01,/home/interns/Desktop/layer/identity_layers/datasets/wikimedia_identity_probe/images/joe_biden/joe_biden_01.jpg,0.0007062554359436035,50,vae_image_latent,0.0008279085159301758,0.09085632860660553,0.008254872635006905,20.83289623108687,0.9289707541465759,add headphones,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/vae_image_latent/add_headphones/joe_biden_01,7.834380954504013,1234,done,6
5.4001808166503906e-05,0.0007905364036560059,49,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/vae_image_latent/add_headphones/barack_obama_01/comparison_sheet.png,0.0007909536361694336,2.2987630367279053,0.8651156425476074,1.9160988330841064,,0.0,0.0,0.07124105095863342,0.005075287539511919,22.945393478411823,0.9549630880355835,0.88912433385849,-0.0007909536361694336,0.015802791342139244,0.0,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/vae_image_latent/add_headphones/barack_obama_01/history.csv,barack_obama,barack_obama_01,/home/interns/Desktop/layer/identity_layers/datasets/wikimedia_identity_probe/images/barack_obama/barack_obama_01.jpg,0.0007369518280029297,50,vae_image_latent,0.0007904171943664551,0.10605473816394806,0.011247607879340649,19.48939832687608,0.9065696001052856,add headphones,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/vae_image_latent/add_headphones/barack_obama_01,7.998327065259218,1234,done,6
5.3763389587402344e-05,0.0007902979850769043,50,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/vae_image_latent/add_black_sunglasses/barack_obama_01/comparison_sheet.png,0.000790715217590332,2.2987630367279053,0.8651156425476074,1.916098952293396,,0.0,0.0,0.07124105095863342,0.005075287073850632,22.945393876880157,0.9549630880355835,0.8891242742538452,-0.000790715217590332,0.015802791342139244,0.0,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/vae_image_latent/add_black_sunglasses/barack_obama_01/history.csv,barack_obama,barack_obama_01,/home/interns/Desktop/layer/identity_layers/datasets/wikimedia_identity_probe/images/barack_obama/barack_obama_01.jpg,0.0007369518280029297,50,vae_image_latent,0.0007902979850769043,0.0810103639960289,0.006562679074704647,21.82918832904843,0.9487721920013428,add black sunglasses,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/vae_image_latent/add_black_sunglasses/barack_obama_01,9.220741678029299,1234,done,6
0.0,0.0009132623672485352,0,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_black_sunglasses/michelle_obama_01/comparison_sheet.png,0.0009132623672485352,1.9212477207183838,0.7494277954101562,1.674102783203125,,0.0,0.0,0.03353815898299217,0.0011248080991208553,29.48921565198689,0.9776192903518677,0.8746515512466431,-0.0009132623672485352,0.01400594599545002,0.0,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_black_sunglasses/michelle_obama_01/history.csv,michelle_obama,michelle_obama_01,/home/interns/Desktop/layer/identity_layers/datasets/wikimedia_identity_probe/images/michelle_obama/michelle_obama_01.jpg,0.0009132623672485352,50,unet.conv_in,0.0009132623672485352,0.03835082799196243,0.0014707859372720122,28.32450531233392,0.9809192419052124,add black sunglasses,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_black_sunglasses/michelle_obama_01,11.075380712747574,1234,done,6
0.0,0.0009132623672485352,0,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_headphones/michelle_obama_01/comparison_sheet.png,0.0009132623672485352,1.9212477207183838,0.7494277954101562,1.674102783203125,,0.0,0.0,0.03353815898299217,0.0011248080991208553,29.48921565198689,0.9776192903518677,0.8746515512466431,-0.0009132623672485352,0.01400594599545002,0.0,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_headphones/michelle_obama_01/history.csv,michelle_obama,michelle_obama_01,/home/interns/Desktop/layer/identity_layers/datasets/wikimedia_identity_probe/images/michelle_obama/michelle_obama_01.jpg,0.0009132623672485352,50,unet.conv_in,0.0009132623672485352,0.04260183870792389,0.001814916729927063,27.411432960068133,0.968079686164856,add headphones,/home/interns/Desktop/layer/identity_layers/outputs/stage_b_smoke/runs/unet_conv_in/add_headphones/michelle_obama_01,11.154844524338841,1234,done,6
