layer_name,prompt,timestep_index,num_same_pairs,num_different_pairs,mean_same_identity_cosine_distance,mean_different_identity_cosine_distance,mean_same_identity_euclidean_distance,mean_different_identity_euclidean_distance,identity_separation,identity_auc,best_verification_threshold,best_verification_accuracy,equal_error_rate
unet.mid_block,add headphones,3,45,945,0.00370814667807685,0.004169722208901057,0.07370786642034849,0.08016274622074826,0.00046157553082420673,0.5588712522045856,0.0002028942108154297,0.9565656565656566,0.4883597883597883
unet.up_blocks.3.attentions.2.transformer_blocks.0.norm1,add headphones,6,45,945,0.006222886509365506,0.006633825024599751,0.08824145450360245,0.09445779383300788,0.0004109385152342455,0.5419400352733686,2.9279159545898437e-05,0.9545454545454546,0.4444444444444444
unet.up_blocks.3.attentions.2.transformer_blocks.0.norm1,add black sunglasses,6,45,945,0.006209483411577013,0.006620102458530002,0.088149460653464,0.0943600064458907,0.00041061904695298933,0.5417989417989418,2.7967857360839843e-05,0.9545454545454546,0.4444444444444444
unet.up_blocks.0,add headphones,3,45,945,0.005646639400058323,0.0060391779299135565,0.09095476319392522,0.09629178524766334,0.0003925385298552339,0.5412345679012346,0.00018173456192016602,0.9555555555555556,0.5111111111111111
unet.up_blocks.1.attentions.1.transformer_blocks.0,add black sunglasses,3,45,945,0.0035197430186801487,0.00383657488242659,0.07055681637591786,0.07543881123777105,0.0003168318637464412,0.548724279835391,0.00014972686767578125,0.9555555555555556,0.4888888888888889
unet.down_blocks.3,add black sunglasses,3,45,945,0.0032436966896057127,0.003524532204582578,0.06830667244891325,0.07298939564319515,0.0002808355149768651,0.549159318048207,0.0001735687255859375,0.9565656565656566,0.4888888888888889
unet.up_blocks.1.attentions.0.transformer_blocks.0.norm2,add black sunglasses,3,45,945,0.0031780931684705946,0.003458680551518839,0.06644264583786329,0.07110404104349159,0.0002805873830482443,0.5478189300411522,0.00015109777450561523,0.9565656565656566,0.4888888888888889
unet.up_blocks.1.attentions.1.transformer_blocks.0,add headphones,3,45,945,0.0032289769914415145,0.003498741558619908,0.06799329241944684,0.0725729999915948,0.00026976456717839326,0.5471604938271605,0.0002059340476989746,0.9565656565656566,0.4888888888888889
unet.down_blocks.3,add headphones,3,45,945,0.003060585922665066,0.0033230143880087232,0.06619827792876297,0.07071886422733466,0.00026242846534365715,0.5487713109935333,0.00015783309936523438,0.9565656565656566,0.4888888888888889
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1,add headphones,3,45,945,0.002731478214263916,0.002982766413814807,0.061988317055834664,0.06654755078729183,0.0002512881995508911,0.5489476778365667,0.00012475252151489258,0.9565656565656566,0.4888888888888889
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v,add headphones,3,45,945,0.0031328876813252766,0.003383999085300183,0.06399220743527015,0.06783114963620113,0.0002511114039749065,0.5309817754262198,4.1544437408447266e-05,0.9555555555555556,0.4888888888888889
unet.down_blocks.2.attentions.1.transformer_blocks.0.ff,add black sunglasses,3,45,945,0.0029719485176934136,0.0032212628258599177,0.06532471531795131,0.06979545542093181,0.0002493143081665041,0.5483597883597884,0.00012362003326416016,0.9555555555555556,0.4888888888888889
unet.up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v,add black sunglasses,3,45,945,0.003144664234585232,0.0033931623060236534,0.06420353048791488,0.0680575953057361,0.00024849807143842136,0.5312286890064668,4.2319297790527344e-05,0.9555555555555556,0.4888888888888889
unet.down_blocks.2,add black sunglasses,3,45,945,0.0030917829937405056,0.003336947241788188,0.06617825105786324,0.0703632312201003,0.0002451642480476822,0.5447148736037625,0.0001556873321533203,0.9565656565656566,0.4888888888888889
