layer_name,prompt,timestep_index,num_same_pairs,num_different_pairs,mean_same_identity_cosine_distance,mean_different_identity_cosine_distance,mean_same_identity_euclidean_distance,mean_different_identity_euclidean_distance,identity_separation,identity_auc,best_verification_threshold,best_verification_accuracy,equal_error_rate
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.0,add headphones,3,45,945,0.0009356909328036838,0.0010072133528492438,0.03633582414024406,0.03857709512942367,7.152242004556005e-05,0.5423045267489712,3.451108932495117e-05,0.9555555555555556,0.5111111111111111
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.0,add black sunglasses,3,45,945,0.0009654005368550619,0.0010362375980962522,0.0370189867913723,0.03928940805591761,7.083706124119031e-05,0.5434920634920635,3.713369369506836e-05,0.9555555555555556,0.5100529100529101
unet.down_blocks.3,add headphones,6,45,945,0.0007544861899481879,0.0008244284246333693,0.03145842551150256,0.03386283750108705,6.994223468518137e-05,0.5433744855967079,1.8656253814697266e-05,0.9555555555555556,0.4714285714285714
unet.down_blocks.3,add black sunglasses,6,45,945,0.0007499734560648601,0.000819890713565564,0.03139926702198055,0.033804419287357224,6.991725750070399e-05,0.5439858906525573,1.901388168334961e-05,0.9555555555555556,0.47195767195767196
unet.down_blocks.2,add headphones,6,45,945,0.0007416102621290419,0.0008111471221560523,0.031147116898662515,0.03349134357961476,6.953686002701047e-05,0.5418342151675485,1.722574234008789e-05,0.9555555555555556,0.48518518518518516
unet.down_blocks.2,add black sunglasses,6,45,945,0.0007347610261705187,0.0008037631473844013,0.03102882747641868,0.03336695132422305,6.900212121388266e-05,0.5418342151675485,1.7404556274414062e-05,0.9555555555555556,0.4857142857142857
unet.down_blocks.1,add headphones,6,45,945,0.0008162498474121094,0.0008828424272083101,0.03215414294973016,0.03432104563606637,6.659257979620072e-05,0.5347325102880659,9.49041748046875e-06,0.9545454545454546,0.4666666666666667
unet.down_blocks.1,add black sunglasses,6,45,945,0.0008132590187920465,0.0008796196766000577,0.032098752301600246,0.03425929441101967,6.63606578080112e-05,0.5346031746031746,9.49041748046875e-06,0.9545454545454546,0.4666666666666667
unet.down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k,add headphones,14,45,945,0.0007666998439364963,0.000825161025637672,0.03078456050198939,0.03289092184492835,5.846118170117569e-05,0.5350970017636685,2.397464752197266e-06,0.9545454545454546,0.4444444444444444
unet.down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k,add black sunglasses,14,45,945,0.0007615513271755643,0.0008196148922834447,0.030683751073148517,0.032781087258268914,5.806356510788043e-05,0.535108759553204,2.397464752197266e-06,0.9545454545454546,0.4444444444444444
unet.down_blocks.2,add headphones,14,45,945,0.0005377001232571072,0.0005937806512943651,0.02619738888202442,0.028357634549004532,5.6080528037257926e-05,0.5415049970605527,9.000301361083984e-06,0.9555555555555556,0.4634920634920635
unet.mid_block,add headphones,10,45,945,0.0005635288026597765,0.0006194934643134869,0.027135245771043832,0.0293865682882449,5.596466165371037e-05,0.5459376837154615,1.2099742889404297e-05,0.9555555555555556,0.46296296296296297
unet.down_blocks.2,add headphones,10,45,945,0.0005459003978305393,0.0006018172496210331,0.02647624777423011,0.02863573880826749,5.5916851790493755e-05,0.5419753086419753,1.0013580322265625e-05,0.9555555555555556,0.4634920634920635
unet.mid_block,add black sunglasses,10,45,945,0.0005441400739881727,0.000599663219754658,0.026671010162681343,0.028912801079688563,5.5523145766485284e-05,0.5460670194003527,1.2040138244628906e-05,0.9555555555555556,0.46613756613756613
unet.down_blocks.2,add black sunglasses,14,45,945,0.0005279911888970269,0.0005833342592552226,0.025963662285357715,0.028113622745627134,5.534307035819563e-05,0.541387419165197,8.821487426757812e-06,0.9555555555555556,0.4634920634920635
unet.up_blocks.3.attentions.2.transformer_blocks.0.norm3,add black sunglasses,6,45,945,0.0008118391036987304,0.0008669054697430323,0.03243306062908636,0.03471930098754388,5.506636604430185e-05,0.544373897707231,1.4483928680419922e-05,0.9555555555555556,0.4666666666666667
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.0,add headphones,6,45,945,0.0005576531092325846,0.0006121713017660474,0.0278213768473102,0.029665643767153145,5.451819253346273e-05,0.536413874191652,2.0815299987792968e-05,0.9545454545454546,0.4888888888888889
unet.down_blocks.2,add black sunglasses,10,45,945,0.0005321131812201606,0.0005866287246583,0.026145230668286484,0.028285879594958808,5.451554343813942e-05,0.5419400352733686,9.655952453613281e-06,0.9555555555555556,0.4634920634920635
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.0,add black sunglasses,6,45,945,0.0005499800046284993,0.0006041734937637572,0.02762441441623701,0.029484563078435642,5.419348913525781e-05,0.5368253968253969,2.1232532501220703e-05,0.9545454545454546,0.4888888888888889
unet.mid_block,add black sunglasses,14,45,945,0.000535848405626085,0.0005899882821178941,0.02628504133058919,0.02845230075634188,5.413987649180907e-05,0.5434567901234568,1.0371208190917969e-05,0.9555555555555556,0.46296296296296297
unet.up_blocks.3.attentions.2.transformer_blocks.0.norm3,add headphones,6,45,945,0.0008010069529215494,0.0008550291338925639,0.03219930724137359,0.034463242869134304,5.4022180971014465e-05,0.544538506760729,1.4603137969970703e-05,0.9555555555555556,0.4666666666666667
unet.down_blocks.3,add headphones,10,45,945,0.0005377928415934244,0.0005908236932502222,0.026312361233350304,0.02844843395527393,5.3030851656797736e-05,0.5424691358024691,1.049041748046875e-05,0.9555555555555556,0.4650793650793651
unet.mid_block,add headphones,14,45,945,0.0005374484592013889,0.0005902735644547397,0.02631914891923467,0.028460179235313146,5.282510525335079e-05,0.5432921810699588,1.0311603546142578e-05,0.9555555555555556,0.46296296296296297
unet.down_blocks.3,add headphones,14,45,945,0.0005257235633002387,0.0005783728821567758,0.02592595505217711,0.028038398453364612,5.2649318856537084e-05,0.5411992945326278,9.179115295410156e-06,0.9555555555555556,0.464021164021164
unet.up_blocks.1.attentions.0.transformer_blocks.0.norm2,add headphones,10,45,945,0.0006264342202080621,0.000679044937961316,0.028514968676285612,0.030646128058630637,5.2610717753253885e-05,0.5419047619047619,1.8669532775878906e-05,0.9545454545454546,0.4666666666666667
unet.down_blocks.3,add black sunglasses,14,45,945,0.0005169272422790528,0.0005690329289310193,0.025711941005041202,0.02781822082029764,5.2105686651966504e-05,0.5415167548500882,8.881092071533203e-06,0.9555555555555556,0.464021164021164
unet.down_blocks.3,add black sunglasses,10,45,945,0.0005260268847147624,0.0005779737517947242,0.0260265639776157,0.028148775805950797,5.194686707996185e-05,0.542527924750147,1.0192394256591797e-05,0.9555555555555556,0.4650793650793651
unet.up_blocks.2,add black sunglasses,6,45,945,0.0005323542488945855,0.0005835775345090835,0.026496482267975806,0.02837526996585506,5.122328561449807e-05,0.5379541446208113,9.49041748046875e-06,0.9545454545454546,0.46719576719576716
unet.down_blocks.1,add black sunglasses,14,45,945,0.0006180577807956271,0.0006692377978531772,0.027800898998975754,0.029780859218309166,5.1180017057550096e-05,0.5366137566137567,2.8146972656250003e-06,0.9545454545454546,0.4444444444444444
unet.down_blocks.1,add headphones,14,45,945,0.0006188551584879557,0.0006700133520459372,0.02782422609420286,0.02980498896650576,5.115819355798153e-05,0.5366255144032922,2.7550926208496096e-06,0.9545454545454546,0.4444444444444444
unet.up_blocks.2,add headphones,6,45,945,0.0005270719528198242,0.0005777955055236816,0.02635391341108415,0.028228894297388337,5.072355270385742e-05,0.5379541446208113,9.251998901367187e-06,0.9545454545454546,0.46825396825396826
unet.down_blocks.1,add headphones,10,45,945,0.0006099224090576171,0.000660163511044134,0.027630525527315007,0.029588788240487694,5.02411019865168e-05,0.5369782480893592,3.7087669372558596e-06,0.9545454545454546,0.4444444444444444
unet.down_blocks.1,add black sunglasses,10,45,945,0.0006072521209716797,0.0006572876657758441,0.027560987954752314,0.02951696362893378,5.003554480416438e-05,0.5368253968253969,3.5895576477050784e-06,0.9545454545454546,0.4444444444444444
unet.up_blocks.1.attentions.0.transformer_blocks.0.norm2,add black sunglasses,10,45,945,0.0006051487392849393,0.0006549675628621742,0.028024282472001182,0.03009608056317404,4.981882357723492e-05,0.5414697236919459,1.7835067749023437e-05,0.9545454545454546,0.464021164021164
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1,add headphones,10,45,945,0.0006735497050815158,0.0007229915371647587,0.028738439372844166,0.03063826077573356,4.9441832083242914e-05,0.5348971193415638,1.150369644165039e-05,0.9555555555555556,0.4666666666666667
unet.up_blocks.1,add headphones,6,45,945,0.0005230082405938043,0.0005716938821096268,0.025783560952792564,0.027680294785313506,4.8685641515822586e-05,0.5388007054673721,9.907649993896484e-06,0.9545454545454546,0.4666666666666667
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1,add black sunglasses,10,45,945,0.0006629162364535861,0.0007115490222103381,0.028528305732955537,0.030410797017375157,4.863278575675193e-05,0.534838330393886,1.150369644165039e-05,0.9555555555555556,0.4666666666666667
unet.up_blocks.1,add black sunglasses,6,45,945,0.0005213181177775065,0.0005693583261399042,0.0257752549317148,0.027645196044255818,4.804020836239771e-05,0.5381540270429159,9.967254638671874e-06,0.9545454545454546,0.46772486772486777
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q,add headphones,6,45,945,0.0007986519071790907,0.0008453893283056834,0.031005034999301035,0.032830292470851744,4.673742112659273e-05,0.5289594356261023,3.5895576477050784e-06,0.9545454545454546,0.4666666666666667
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q,add black sunglasses,6,45,945,0.0007887615097893609,0.0008350203276942016,0.030815983729230032,0.03263198775042184,4.625881790484073e-05,0.5293356848912405,3.7087669372558596e-06,0.9545454545454546,0.4666666666666667
unet.up_blocks.1.attentions.1.transformer_blocks.0,add headphones,10,45,945,0.00045182704925537107,0.0004980330744748393,0.024245635575304427,0.02631616326857102,4.620602521946825e-05,0.5517930629041741,1.531839370727539e-05,0.9555555555555556,0.4666666666666667
unet.up_blocks.2,add black sunglasses,14,45,945,0.0005618943108452691,0.0006078484197142263,0.02685662547333373,0.028709050322877905,4.595410886895721e-05,0.5374368018812463,5.139278411865235e-06,0.9545454545454546,0.4613756613756614
unet.up_blocks.2,add headphones,14,45,945,0.0005603909492492675,0.0006059920346295392,0.026833294621772235,0.028676464967676018,4.5601085380271686e-05,0.5373662551440329,5.139278411865235e-06,0.9545454545454546,0.4613756613756614
unet.up_blocks.2,add black sunglasses,10,45,945,0.0005412909719679091,0.000586784390545396,0.02649188692578011,0.028322556320942504,4.549341857748687e-05,0.5378718400940623,6.2717666625976565e-06,0.9545454545454546,0.4650793650793651
unet.up_blocks.1.attentions.1.transformer_blocks.0,add black sunglasses,10,45,945,0.00044946008258395725,0.0004947712181737183,0.024093424466749034,0.026141895688380355,4.531113558976107e-05,0.5519106407995297,1.4901161193847656e-05,0.9555555555555556,0.4666666666666667
unet.up_blocks.2,add headphones,10,45,945,0.0005390908983018664,0.0005842474402574004,0.026451180492424304,0.02827340494693508,4.5156541955534025e-05,0.537989417989418,6.2717666625976565e-06,0.9545454545454546,0.4656084656084656
unet.up_blocks.1.attentions.0.transformer_blocks.0.norm2,add headphones,14,45,945,0.0005143907335069444,0.0005552942159945372,0.025669406323383253,0.027489904038332128,4.090348248759275e-05,0.5384597295708407,1.33514404296875e-05,0.9555555555555556,0.4444444444444444
unet.up_blocks.1.attentions.0.transformer_blocks.0.norm2,add black sunglasses,14,45,945,0.0005029426680670844,0.0005427942074165143,0.02537336541960637,0.027172792474271127,3.9851539349429845e-05,0.5386360964138742,1.2232231140136718e-05,0.9545454545454546,0.4444444444444444
unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_out.1,add headphones,3,45,945,0.0003866460588243273,0.00042507982758617903,0.024705526553508307,0.026270297990628966,3.843376876185175e-05,0.5288771310993533,1.1099742889404296e-05,0.9545454545454546,0.5111111111111111
unet.up_blocks.1,add black sunglasses,14,45,945,0.00040501091215345593,0.0004431416117955768,0.022619182140462928,0.024316061448512807,3.8130699642120866e-05,0.5383068783068783,4.602836608886719e-06,0.9545454545454546,0.4444444444444444
unet.up_blocks.1,add headphones,14,45,945,0.00040396319495307074,0.0004420130971878294,0.022600651387539174,0.024298018769967178,3.804990223475865e-05,0.5383303938859494,4.66244125366211e-06,0.9545454545454546,0.4444444444444444
unet.up_blocks.1,add headphones,10,45,945,0.0004163172509935167,0.0004543066655517255,0.022920512677066854,0.024654678383438045,3.7989414558208825e-05,0.539047619047619,6.331371307373047e-06,0.9545454545454546,0.4444444444444444
unet.up_blocks.1,add black sunglasses,10,45,945,0.0004177040523952908,0.0004555246186634851,0.022938577354782157,0.024662297865297035,3.782056626819427e-05,0.5388712522045855,6.390975952148438e-06,0.9545454545454546,0.4444444444444444
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1,add headphones,14,45,945,0.0005292773246765136,0.000566447790337618,0.025442773196846246,0.027106459994145012,3.71704656611044e-05,0.5346149323927102,8.58306884765625e-06,0.9555555555555556,0.4470899470899471
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1,add black sunglasses,14,45,945,0.0005219327078925239,0.0005585681193720096,0.025274484583901035,0.02692183505191847,3.6635411479485716e-05,0.5343680188124632,8.463859558105469e-06,0.9555555555555556,0.44814814814814813
unet.up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0,add headphones,6,45,945,0.0005131125450134278,0.0005494243884212756,0.025101440048052204,0.026826393770832548,3.631184340784782e-05,0.5381657848324515,9.132789611816406e-06,0.9545454545454546,0.4666666666666667
unet.up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0,add black sunglasses,6,45,945,0.0005135734875996908,0.0005496482369760988,0.025076316266010205,0.026790854068739073,3.607474937640802e-05,0.5379541446208113,9.49041748046875e-06,0.9545454545454546,0.4666666666666667
unet.up_blocks.1.attentions.1.transformer_blocks.0,add headphones,14,45,945,0.0003387729326883952,0.00037297956527225555,0.020876568069474563,0.022630866239014915,3.420663258386035e-05,0.547960023515579,1.0013580322265625e-05,0.9555555555555556,0.4444444444444444
unet.up_blocks.1.attentions.1.transformer_blocks.0,add black sunglasses,14,45,945,0.0003374616305033366,0.00037109612157105136,0.02079782604964243,0.022527189187153622,3.3634491067714755e-05,0.5475485008818343,9.953975677490234e-06,0.9555555555555556,0.4444444444444444
unet.up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2,add black sunglasses,6,45,945,0.0003716627756754557,0.000404555772347425,0.021682986410127746,0.023209330936272938,3.289299667196932e-05,0.5358377425044092,5.3180923461914065e-06,0.9545454545454546,0.4666666666666667
unet.up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2,add headphones,6,45,945,0.0003625035285949707,0.0003943230109240012,0.021373122889134618,0.022886705375399698,3.181948232903049e-05,0.536061140505585,5.3180923461914065e-06,0.9545454545454546,0.4666666666666667
unet.down_blocks.0.attentions.1.transformer_blocks.0.ff.net.1,add headphones,10,45,945,0.0004230949613783095,0.0004541925021580287,0.023621032159361573,0.0252827558957198,3.109754077971924e-05,0.548395061728395,1.61661376953125e-05,0.9545454545454546,0.4666666666666667
unet.down_blocks.0.attentions.1.transformer_blocks.0.ff.net.1,add black sunglasses,10,45,945,0.0004221267170376248,0.00045298628075412975,0.02361343709958924,0.025261365802633384,3.085956371650495e-05,0.5482304526748971,1.5570091247558593e-05,0.9545454545454546,0.4666666666666667
unet.down_blocks.2.attentions.1.transformer_blocks.0.ff,add headphones,10,45,945,0.0003957562976413303,0.00042614142100016274,0.02273031599405739,0.024285066232242913,3.038512335883244e-05,0.5391064079952969,1.1636184692382812e-05,0.9545454545454546,0.46613756613756613
unet.down_blocks.2.attentions.1.transformer_blocks.0.ff,add black sunglasses,10,45,945,0.00039989550908406575,0.00042976216664389956,0.022861675545573234,0.024403045596012835,2.9866657559833815e-05,0.5384362139917696,1.1874603271484374e-05,0.9545454545454546,0.4666666666666667
unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0,add headphones,3,45,945,0.0002544403076171875,0.0002832032385326567,0.019814119167211982,0.021527549129955116,2.8762930915469216e-05,0.5490182245737801,5.079673767089844e-06,0.9545454545454546,0.46772486772486777
unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net.0.proj,add black sunglasses,10,45,945,0.0002876996994018555,0.00031636278465311363,0.01936720370625456,0.020719384639794943,2.8663085251258154e-05,0.5356966490299824,5.424022674560547e-06,0.9555555555555556,0.46825396825396826
unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net.0.proj,add headphones,10,45,945,0.00028774473402235244,0.00031633774439493814,0.019354741958280405,0.020711259766131956,2.85930103725857e-05,0.5355790711346267,5.424022674560547e-06,0.9555555555555556,0.46931216931216935
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q,add black sunglasses,6,45,945,0.0004359165827433268,0.00046238867694107946,0.02362904472587009,0.025145474957824543,2.6472094197752666e-05,0.5362492651381541,4.960464477539063e-06,0.9545454545454546,0.46719576719576716
unet.up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0,add black sunglasses,10,45,945,0.0003285368283589681,0.0003546413921174549,0.02001037324468295,0.021490122241869806,2.6104563758486772e-05,0.5398589065255732,5.079673767089844e-06,0.9545454545454546,0.4497354497354497
unet.up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0,add headphones,10,45,945,0.0003258109092712402,0.00035185170552087206,0.019953559877143964,0.02143429284274736,2.6040796249631837e-05,0.5402233980011758,4.960464477539063e-06,0.9545454545454546,0.4497354497354497
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q,add headphones,10,45,945,0.00041319396760728625,0.0004391250156220936,0.022356848356624444,0.023719949031583767,2.5931048014807333e-05,0.5295943562610229,1.6226043701171875e-06,0.9545454545454546,0.44814814814814813
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q,add black sunglasses,10,45,945,0.0004097739855448405,0.0004356116844863488,0.0222599012311548,0.023620643890487455,2.583769894150831e-05,0.5294650205761317,1.562999725341797e-06,0.9545454545454546,0.44920634920634916
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q,add headphones,6,45,945,0.00043670071495903863,0.0004620001429603213,0.02365901213553217,0.025128466592579293,2.5299428001282693e-05,0.535379188712522,4.66244125366211e-06,0.9545454545454546,0.46825396825396826
unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0,add black sunglasses,3,45,945,0.00021294222937689886,0.0002377124690504932,0.018200241707058418,0.019755184579463233,2.4770239673594334e-05,0.5452557319223986,6.377696990966797e-06,0.9555555555555556,0.4666666666666667
unet.up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0,add black sunglasses,14,45,945,0.00027333498001098634,0.0002972064194855867,0.018366849520761105,0.01978638678192895,2.3871439474600336e-05,0.541387419165197,4.304813385009766e-06,0.9545454545454546,0.4613756613756614
unet.up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0,add headphones,14,45,945,0.00026930967966715493,0.0002928012893313453,0.018238775075102846,0.019650464774498708,2.3491609664190384e-05,0.5414462081128748,4.304813385009766e-06,0.9545454545454546,0.4613756613756614
unet.up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2,add headphones,14,45,945,0.00023647679222954645,0.0002578653986491854,0.01740797266571058,0.01880971163476783,2.1388606419638957e-05,0.5462433862433862,3.0531158447265628e-06,0.9545454545454546,0.4666666666666667
unet.up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2,add black sunglasses,14,45,945,0.00023498270246717664,0.00025608224212807955,0.017360214195731614,0.018738481681793928,2.1099539660902916e-05,0.5455026455026455,3.1127204895019534e-06,0.9545454545454546,0.4666666666666667
unet.up_blocks.3.attentions.2.transformer_blocks.0.norm3,add black sunglasses,10,45,945,0.00031897491878933376,0.0003384848120351317,0.02013768509237303,0.02156913344644838,1.950989324579793e-05,0.5461258083480306,5.198883056640625e-06,0.9545454545454546,0.4666666666666667
unet.up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2,add black sunglasses,10,45,945,0.00025412109163072374,0.00027347878804282534,0.017912254736034406,0.019259853079599678,1.935769641210161e-05,0.5428453850676073,3.1127204895019534e-06,0.9545454545454546,0.46296296296296297
unet.up_blocks.3.attentions.2.transformer_blocks.0.norm3,add headphones,10,45,945,0.00031427542368570965,0.00033339583684527683,0.019988813142602643,0.021404275895594054,1.912041315956718e-05,0.5461728395061728,4.960464477539063e-06,0.9545454545454546,0.4666666666666667
unet.up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2,add headphones,10,45,945,0.0002512309286329481,0.0002700623381074774,0.01780808546787335,0.01915526346219753,1.8831409474529286e-05,0.543668430335097,2.874301910400391e-06,0.9545454545454546,0.4666666666666667
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q,add headphones,14,45,945,0.0002894812160068088,0.0003079666662468481,0.018753143762134845,0.01990679031196075,1.8485450240039313e-05,0.5299118165784833,7.285346984863282e-07,0.9545454545454546,0.4444444444444444
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q,add black sunglasses,14,45,945,0.0002882122993469238,0.00030661114939936883,0.01871327650733292,0.019859374845375814,1.839885005244503e-05,0.5295708406819518,7.285346984863282e-07,0.9545454545454546,0.44497354497354497
unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net.0.proj,add black sunglasses,14,45,945,0.00019633637534247504,0.00021434423153993313,0.015934903578211864,0.017029164989710487,1.80078561974581e-05,0.5348148148148149,3.3974647521972656e-06,0.9555555555555556,0.4666666666666667
unet.up_blocks.2.attentions.1.transformer_blocks.0.ff.net.0.proj,add headphones,14,45,945,0.00019613769319322375,0.00021405447097051712,0.0159170545430647,0.017011481401801268,1.7916777777293372e-05,0.5345679012345679,3.4570693969726562e-06,0.9555555555555556,0.4666666666666667
unet.down_blocks.0.attentions.1.transformer_blocks.0.ff.net.1,add headphones,14,45,945,0.0002310302522447374,0.0002468048580109127,0.017435241976959837,0.018622608034915868,1.5774605766175287e-05,0.5488771310993533,9.430812835693359e-06,0.9545454545454546,0.4666666666666667
unet.down_blocks.0.attentions.1.transformer_blocks.0.ff.net.1,add black sunglasses,14,45,945,0.0002302315500047472,0.00024592138472057524,0.01741308021462626,0.01859757694065886,1.5689834715828052e-05,0.5491005291005291,9.430812835693359e-06,0.9545454545454546,0.4666666666666667
unet.down_blocks.2.attentions.1.transformer_blocks.0.ff,add black sunglasses,14,45,945,0.00022863282097710503,0.0002442557975728676,0.01730149932619598,0.018459436536406873,1.562297659576256e-05,0.5393768371546149,7.58306884765625e-06,0.9545454545454546,0.4444444444444444
unet.down_blocks.2.attentions.1.transformer_blocks.0.ff,add headphones,14,45,945,0.0002252605226304796,0.00024078680724693983,0.017135366466310288,0.018293102185128543,1.552628461646023e-05,0.5391887125220458,6.867813110351563e-06,0.9545454545454546,0.4444444444444444
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q,add black sunglasses,10,45,945,0.00021551847457885743,0.00023050100084335084,0.01643643971118662,0.017580084541378906,1.4982526264493409e-05,0.5384009406231628,9.073486328125e-07,0.9545454545454546,0.46719576719576716
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q,add headphones,10,45,945,0.0002130587895711263,0.000227766440658973,0.016349370327467718,0.017492422029849082,1.4707651087846703e-05,0.5388477366255144,9.073486328125e-07,0.9545454545454546,0.4666666666666667
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2,add headphones,3,45,945,0.0002774357795715332,0.000291207543125859,0.01979026577124993,0.02063841041837814,1.3771763554325765e-05,0.522527924750147,4.901161193847657e-07,0.9545454545454546,0.5111111111111111
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2,add black sunglasses,3,45,945,0.00022078090243869358,0.00023408598370022244,0.0176471878722724,0.018559287261173483,1.330508126152886e-05,0.5298412698412699,5.497207641601563e-07,0.9545454545454546,0.4888888888888889
unet.up_blocks.3.attentions.2.transformer_blocks.0.norm3,add black sunglasses,14,45,945,0.00018002721998426648,0.0001915886919334452,0.015115542254514164,0.016181871836768492,1.1561471949178705e-05,0.5452322163433274,2.218650817871094e-06,0.9545454545454546,0.4666666666666667
unet.up_blocks.3.attentions.2.transformer_blocks.0.norm3,add headphones,14,45,945,0.00017755693859524197,0.00018888415482939865,0.015009110270895892,0.016063690335100526,1.1327216234156688e-05,0.5447148736037625,2.039836883544922e-06,0.9545454545454546,0.4666666666666667
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q,add headphones,14,45,945,0.00014455848269992404,0.00015508762743107225,0.013437130152144365,0.014395444910781133,1.0529144731148216e-05,0.5390241034685479,1.3248825073242192e-07,0.9545454545454546,0.4666666666666667
unet.up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q,add black sunglasses,14,45,945,0.00014552540249294704,0.00015605006899152484,0.013477689007090198,0.01443204092374318,1.05246664985778e-05,0.5384479717813051,1.3248825073242192e-07,0.9545454545454546,0.4666666666666667
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.0,add black sunglasses,10,45,945,0.00011274284786648221,0.0001214916743929424,0.012520795926037762,0.013356318908236015,8.748826526460194e-06,0.5443151087595532,6.318092346191406e-06,0.9555555555555556,0.4666666666666667
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.0,add headphones,10,45,945,0.00011307928297254774,0.00012182634343545904,0.012543084141280915,0.01337628806768744,8.747060462911292e-06,0.5436801881246326,6.020069122314453e-06,0.9555555555555556,0.4666666666666667
unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_out.1,add headphones,6,45,945,4.423591825697157e-05,4.9682962831366e-05,0.00787583859378679,0.008592727438857159,5.447044574394425e-06,0.5406349206349207,7.152557373046875e-07,0.9555555555555556,0.4666666666666667
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2,add black sunglasses,6,45,945,6.563795937432183e-05,6.985904047728847e-05,0.009082080967103442,0.009663613714159481,4.22108110296664e-06,0.5366255144032922,-3.443489074707031e-07,0.9545454545454546,0.46719576719576716
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.0,add black sunglasses,14,45,945,5.060964160495334e-05,5.437154618520585e-05,0.00840646259797116,0.0089646497923664,3.7619045802525137e-06,0.5443856554967667,3.0994415283203125e-06,0.9565656565656566,0.4666666666666667
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.0,add headphones,14,45,945,5.0915612114800344e-05,5.4653359468651826e-05,0.00843341056154006,0.00898831228124441,3.7377473538514815e-06,0.5441152263374486,3.2782554626464844e-06,0.9565656565656566,0.46719576719576716
unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2,add headphones,6,45,945,7.139709260728624e-05,7.506911716763936e-05,0.009544730900476377,0.010110431814704229,3.6720245603531152e-06,0.5344620811287478,-2.2513961791992183e-07,0.9545454545454546,0.4925925925925926
unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0,add black sunglasses,6,45,945,2.931621339586046e-05,3.208905931503054e-05,0.006930652457392878,0.007378276070535538,2.7728459191700793e-06,0.5515814226925339,-1.655349731445312e-07,0.9545454545454546,0.44814814814814813
unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0,add headphones,6,45,945,3.367397520277235e-05,3.555413907167142e-05,0.007307885626020531,0.007720094248923478,1.8801638688990704e-06,0.5471840094062316,-2.2513961791992183e-07,0.9545454545454546,0.4888888888888889
unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_out.1,add black sunglasses,6,45,945,3.855625788370768e-05,4.040583100899187e-05,0.007085952064436343,0.0074551565665628506,1.8495731252841853e-06,0.525408583186361,-8.807907104492187e-07,0.9545454545454546,0.4894179894179894
